Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
8993a93d-d0a9-1d95-769e-c441747964e2,1977-03-26,,999-14-3212,S99981316,X58028851X,Mr.,Ivory697,,Kuhic920,,,S,white,nonhispanic,M,Oakland  California  US,570 Greenfelder Crossroad Apt 30,Long Beach,California,Los Angeles County,6037,90831,33.84102167320534,-118.21242898244667,122458.65,13024.55,79403
8d091ce8-ac29-a58d-a09a-50cf5aff34b6,1974-01-22,,999-52-2140,S99916602,X27966316X,Mrs.,Tabatha105,Kristeen693,Braun514,,Nolan344,M,hawaiian,nonhispanic,F,Corralitos  California  US,127 Hansen Terrace,Mission Viejo,California,Orange County,6059,92688,33.61401701529162,-117.72243827768516,493188.05,558058.14,63788
37da4ac9-e443-4af2-504f-1b791eaad28c,2001-09-16,,999-71-2929,S99956186,X6456917X,Ms.,Starr864,Sierra982,Ziemann98,,,,white,nonhispanic,F,Sacramento  California  US,995 Casper Promenade Unit 87,Costa Mesa,California,Orange County,6059,92660,33.655150461973406,-117.94519487451312,7334.99,403412.21,10984
f64ce1fe-1931-6641-1850-2fd3e263becf,2004-07-23,,999-22-5027,S99936126,X88455440X,Ms.,Gwen761,Stefany238,Lakin515,,,,white,hispanic,F,Long Beach  California  US,487 Yundt Grove Suite 50,Atherton,California,San Mateo County,6081,94027,37.41773340665849,-122.16018274235006,107578.25,965685.32,57145
1a187a7d-3945-64fc-0d85-05f702c921fd,1967-10-06,2017-06-20,999-26-2945,S99917223,X25782169X,Mr.,Drew592,Sammy219,Mosciski958,,,M,white,nonhispanic,M,San Diego  California  US,1054 Schamberger Bypass,El Cerrito,California,Contra Costa County,6065,92881,33.80187852670791,-117.50907649579868,543761.32,714362.49,44813
6be6dbc4-b4fa-be8d-bc6f-1439800193f2,1944-12-01,,999-15-1972,S99963662,X9528555X,Ms.,Elisa944,,Melgar516,,,S,asian,hispanic,F,Wesley  Saint Andrew Parish  DM,228 Osinski Ramp Unit 30,Santa Ana,California,Orange County,6059,92706,33.77838067963616,-117.87696246087879,77304.53,2942203.19,12959
e1023705-8bfa-838d-05e3-2616cc2ad182,1951-02-06,,999-92-6964,S99936213,X83900807X,Mr.,Leigh689,Lanny564,Stracke611,,,M,native,nonhispanic,M,Los Angeles  California  US,122 Marvin Ramp Apt 11,Irvine,California,Orange County,6059,92782,33.72511260765299,-117.76326251344157,343650.73,218001.83,101530
698647eb-1819-4f8e-8e30-fbac0c1fe8b3,2023-03-06,,999-68-7131,,,,Samella245,Otelia900,Von197,,,,white,hispanic,F,Los Gatos  California  US,1021 Robel Rest Unit 71,Modesto,California,Stanislaus County,6099,95368,37.683713403847776,-121.04780056127503,9149.98,0.00,108429
53c89079-86ea-04fa-d6c0-cfbb3adc2730,1986-11-29,,999-33-8573,S99990158,X34374811X,Mrs.,Birgit199,Odilia72,Heller342,,Beatty507,M,black,nonhispanic,F,Redding  California  US,193 Feeney Avenue Suite 94,San Pablo,California,Contra Costa County,6013,94806,37.87582573532511,-122.30001571467203,316800.71,243235.84,43871
6460927d-424b-296d-855f-19388be97347,2016-06-15,,999-87-9576,,,,Ming325,Vicenta966,Funk324,,,,white,hispanic,F,Los Angeles  California  US,716 Braun Vista,Rancho Cordova,California,Sacramento County,6067,95683,38.601188947605735,-121.2132105618037,17249.40,0.00,74184
19a45930-d27a-75e6-d956-fb3e1cb3cd54,1943-11-01,,999-44-1605,S99984989,X87295140X,Mrs.,Kasha638,,Glover433,,Littel644,M,white,nonhispanic,F,South San Francisco  California  US,903 Littel Promenade Suite 82,Oceanside,California,San Diego County,6073,92028,33.33154154978612,-117.21638261798509,974879.81,993484.48,39885
c3ef52d7-38ff-0793-9df2-8898983457ca,1990-05-14,,999-90-3485,S99994207,X34488155X,Mr.,Jeramy610,,Harvey63,,,M,black,nonhispanic,M,Ontario  California  US,151 Metz Wynd Apt 60,Los Angeles,California,Los Angeles County,6037,91607,34.27294739630418,-118.53119162656766,6874.72,126161.50,5695
c7136557-8f96-7c9b-edff-75829a5c3ec3,2013-05-12,,999-56-5740,,,,Beaulah36,Daisey627,Zemlak964,,,,white,nonhispanic,F,Sacramento  California  US,268 Feeney Stravenue,Newport Beach,California,Orange County,6059,92651,33.57783615258578,-117.83194238790287,1910.84,35439.33,10498
36911525-cfcd-2da7-430f-d06c5c64a092,2001-06-07,,999-93-6120,S99976926,X87683692X,Ms.,Stephani232,Willette878,Rempel203,,,,asian,nonhispanic,F,Fremont  California  US,624 Simonis Run Unit 15,Pittsburg,California,Contra Costa County,6013,94509,37.972808116903835,-121.95580534389543,4428.03,334470.82,7965
9149068a-3e2c-cafb-2afd-0d696db30ab4,1982-07-31,,999-93-7762,S99932689,X26068343X,Mr.,John539,Aron520,Wiegand701,,,M,asian,hispanic,M,San Gabriel  California  US,659 Daugherty Loaf Apt 5,Clovis,California,Fresno County,6019,93727,36.846082362727856,-119.66400666847125,156755.98,83452.74,269616
26827a07-38b2-0b35-461d-eeba026ffdac,1982-11-04,,999-77-6195,S99919614,X37458709X,Mrs.,Latoyia537,,Emard19,,Cronin387,D,asian,hispanic,F,Oceanside  California  US,913 Wisozk Gardens,Modesto,California,Stanislaus County,6099,95356,37.65303679495984,-121.08043070517208,436161.23,1435199.78,37695
59919746-ac2b-39c7-c49a-77834553de92,1976-06-13,,999-97-3270,S99962205,X68913608X,Mr.,Dewayne363,Mohamed943,Greenholt190,,,S,white,nonhispanic,M,Irvine  California  US,485 Romaguera Light,Fontana,California,San Bernardino County,6071,92336,34.10132113142203,-117.50227351623563,176059.43,35976.96,67810
e0b758ad-b2b3-8de6-ea86-e7cfb37eeaa4,1947-10-11,,999-90-9896,S99989543,X30418634X,Mrs.,Shandra823,Elly836,Feest103,,Parisian75,M,white,hispanic,F,San Francisco  California  US,355 Kulas Passage Apt 81,Hawthorne,California,Los Angeles County,6037,90260,33.92178301307071,-118.35700522799549,749739.06,839091.45,45097
325c01bd-a825-af1c-d37a-974b5708d049,1955-11-09,1972-01-05,999-76-9755,S99979528,,,Marnie892,,Beer512,,,,other,nonhispanic,F,Anaheim  California  US,240 Wilkinson Mission,National City,California,San Diego County,6073,91902,32.64336627158848,-117.08601889690891,37970.33,31606.59,85192
faa9061d-d7d8-dc62-a403-21ae2582ea52,1981-03-02,,999-86-5102,S99948546,X68893536X,Mrs.,Noelle559,Brittani427,Mohr916,,Halvorson124,M,asian,nonhispanic,F,Hollister  California  US,992 Williamson Knoll,Newark,California,Alameda County,6001,94560,37.490159303054035,-121.9938299145419,543980.64,372091.06,94761
7394e0cc-022d-dcc5-e7d8-1242995fbea9,1992-05-28,,999-34-5622,S99976513,X10828289X,Mr.,Andrés117,Claudio955,Amaya149,,,S,white,hispanic,M,Salisbury  Saint Joseph Parish  DM,1091 Marks Park,Corona,California,Riverside County,6065,92860,33.780102585175186,-117.54284713313356,114115.60,0.00,81722
c95878e5-9197-63b6-ae7f-7f8653b6a5c5,1987-08-26,,999-38-5629,S99938843,X128457X,Mr.,Bret7,Rich940,Steuber698,,,M,white,hispanic,M,Valley Center  California  US,580 Orn Run,Los Angeles,California,Los Angeles County,6037,90013,34.14491779819386,-118.46696478017093,59252.53,72964.06,43424
2f455cf4-be82-4361-a433-2550dce67539,2006-09-19,,999-43-6179,S99918445,,Ms.,Antonia30,Leonor133,Armenta418,,,,asian,hispanic,F,Puebla  Puebla  MX,476 Goodwin Fork,Sunnyvale,California,Santa Clara County,6085,95002,37.35443270438231,-122.00926458807093,41224.71,66869.47,643831
6565486a-566f-2324-edfc-60f86785bd31,1961-08-03,,999-74-9874,S99963746,X74453742X,Mrs.,Corrie32,,Lesch175,,Pfeffer420,D,white,nonhispanic,F,Bakersfield  California  US,617 Gutkowski Hollow,San Diego,California,San Diego County,6073,92101,32.58563135569286,-116.89961025281751,351574.63,1144546.40,134977
034bb81a-7163-f365-8d05-97ca4a90879e,1967-10-06,,999-12-8461,S99982470,X31869892X,Mr.,Ty725,Omer483,Mraz590,,,D,white,nonhispanic,M,Santa Ana  California  US,659 Koepp Key,El Cerrito,California,Contra Costa County,6065,92881,37.92297489234244,-122.30591448162316,152495.66,201599.54,44813
8c93a315-1f27-8f07-50a3-130b32d1aeee,2006-06-08,,999-74-7931,S99914826,,Ms.,Daniela614,Rebeca548,Avilés474,,,,other,hispanic,F,Caracas  Capital District  VE,342 Weimann Divide,Twentynine Palms,California,San Bernardino County,6071,92278,34.21446275518972,-115.61958322739054,99729.98,183097.65,48334
f06ce2d2-3e0a-b9e4-70dc-eda8c83697ac,2023-08-10,,999-87-6932,,,,Margaretta466,Ciera654,Swift555,,,,white,nonhispanic,F,West Covina  California  US,635 Fritsch Parade,Oakland,California,Alameda County,6001,94608,37.75726615339469,-122.23805719685883,5565.69,3201.73,445451
5ad1c62a-ade8-708d-f1eb-8feee0aaf050,1953-06-21,1959-06-14,999-79-5034,,,,Larry532,Logan497,Beier427,,,,white,nonhispanic,M,Thermalito  California  US,1068 Rau Corner,Redlands,California,San Bernardino County,6071,92399,34.081295205434266,-117.26096967284711,19878.78,8232.27,176754
c0fae4e0-7d98-df7d-ffe6-bf68100cf5cc,2004-09-19,,999-87-1989,S99910067,X67210289X,Ms.,Caroyln232,India495,Doyle959,,,,white,nonhispanic,F,Anderson  California  US,447 McGlynn Row,National City,California,San Diego County,6073,91950,32.69446337113065,-116.9934270422111,45164.44,78306.64,86226
c3796943-be73-3642-0041-83be27e3f082,1976-09-26,,999-21-5497,S99910384,X13630394X,Mr.,Ricardo560,Octavio643,Vélez150,,,W,asian,hispanic,M,Ponce  Puerto Rico  PR,313 West Corner Apt 43,San Jose,California,Santa Clara County,6085,95130,37.349061979972674,-121.77303806536007,178801.96,900822.37,944274
73fec505-96f7-a834-8c8e-fa206fc00df4,1958-12-23,,999-72-5928,S99942910,X24761550X,Mrs.,Johnny786,,Ferry570,,Pfannerstill264,D,white,nonhispanic,F,San Diego  California  US,888 Marvin Fort Apt 5,Los Angeles,California,Los Angeles County,6037,91602,34.05418615348057,-118.25930224127461,157853.94,1033631.63,25119
ef72326d-684e-4775-aeb6-40a08a63fe04,1997-05-18,,999-96-7131,S99962697,X44175792X,Mr.,Vance413,Rico947,Gislason620,,,,white,nonhispanic,M,San Jose  California  US,173 Conn Mews,Berkeley,California,Alameda County,6001,94705,37.841699773974774,-122.34383679094356,4814.89,130735.40,5560
eb4b67ca-a02e-8e5f-b9b4-a8a88545d6f9,1959-04-02,,999-32-2894,S99914665,X16193177X,Mr.,Ignacio928,Norbert530,Cummings51,,,M,hawaiian,nonhispanic,M,Palo Alto  California  US,1056 Koch Haven,Fremont,California,Alameda County,6001,94536,37.50442009226206,-121.97170776466724,283394.94,211880.00,160355
03baab01-6a0f-a17d-5fc5-d15b058bb20c,2012-06-25,,999-73-1960,,,,Dannie881,Kareem959,Bosco882,,,,black,nonhispanic,M,Moraga  California  US,784 McGlynn Parade Unit 8,Los Angeles,California,Los Angeles County,6037,90402,34.02694804010572,-118.28195001871023,2294.29,51393.94,14619
91c0bec5-5982-b179-be40-de7e9e26ec38,2003-09-26,,999-53-4159,S99954031,X44212984X,Mr.,Leroy603,,Cartwright189,,,,asian,nonhispanic,M,Los Angeles  California  US,236 Hand Arcade Unit 51,San Francisco,California,San Francisco County,6075,94115,37.83143827378691,-122.42296040107887,5710.58,85366.96,6088
c4046233-ec75-e2bf-4f3d-4ce6626c02da,2007-08-09,,999-80-3558,S99999462,,,Ramiro608,,Vásquez905,,,,white,hispanic,M,San Juan  Puerto Rico  PR,779 Morar Approach,San Dimas,California,Los Angeles County,6037,91773,34.134711490134514,-117.76939515358882,45687.74,10030.12,52508
fe88120b-9a72-acc9-5ffa-bcc20f3dbd9a,1992-06-12,,999-58-7314,S99910197,X17943687X,Mrs.,Valeria950,Charline650,Torp761,,Kling921,M,white,nonhispanic,F,Los Angeles  California  US,453 Champlin Center Suite 44,Bostonia,California,San Diego County,,00000,32.8090880704429,-116.96395743610451,473352.55,1606952.00,65988
54d82315-a6f5-92ae-1190-ae7f88f3cc43,2003-07-07,,999-72-6868,S99957565,X14432999X,Mr.,Chi716,Byron202,Kling921,,,,white,nonhispanic,M,Menifee  California  US,161 Dietrich Haven Unit 93,Santa Ana,California,Orange County,6059,92705,33.68676334268588,-117.8709868325621,55961.72,14215.40,77459
9bb7b857-5bed-93c8-b07c-0838c0e53f23,1956-07-23,2008-09-18,999-50-2758,S99918445,X82080710X,Mr.,Waldo53,Jed345,Kiehn525,,,M,white,nonhispanic,M,Norwalk  California  US,459 Keebler Crossing Unit 91,Lincoln,California,Placer County,6061,95650,38.7753710110045,-121.20962469352192,135544.75,12111.93,195711
de08cf25-7377-62b2-5167-abb0553932a9,1989-01-07,,999-97-6726,S99912384,X18466536X,Mr.,Joesph309,Jeromy156,McClure239,,,M,white,nonhispanic,M,Vallejo  California  US,343 Blanda Glen,Gilroy,California,Santa Clara County,6085,95020,37.041148142080765,-121.5949725963194,165755.34,64739.22,88700
7d76ca3e-8ed5-31c1-8ea2-003c379bbe9f,2003-05-18,,999-12-2319,S99978341,X21650490X,Mr.,Hal307,Jackie93,Hettinger594,,,,white,hispanic,M,Costa Mesa  California  US,135 Mraz Frontage road Unit 2,Los Angeles,California,Los Angeles County,6037,91364,34.1770180027192,-118.55634949085784,4200.00,111568.79,3970
0f77e3b6-f35c-375d-1b0e-1b21eea9f7a8,1992-03-12,,999-82-1756,S99974715,X56124127X,Mrs.,Christia477,,Padberg411,,Kilback373,M,white,nonhispanic,F,Huntington Beach  California  US,1019 Christiansen Fork Apt 22,Fontana,California,San Bernardino County,6071,91739,34.10359558082884,-117.48884578320903,146228.52,183544.44,138269
67773be8-22f0-b24a-04af-37d8b015124a,1983-06-17,2008-10-03,999-18-9191,S99970879,X62080476X,Ms.,Ema785,Michelle423,Langosh790,,,,white,hispanic,F,Manteca  California  US,970 Larkin Dam Suite 25,Banning,California,Riverside County,6065,92220,33.97275547256847,-117.0291551256257,11537.89,757221.22,6839
579aa155-23b5-f2d4-e42a-72a80bd13df2,1955-11-09,,999-43-2136,S99936644,X13121215X,Mrs.,Kimi714,Kimber624,Dickens475,,Klocko335,M,other,nonhispanic,F,National City  California  US,1076 Pollich Ranch,National City,California,San Diego County,6073,92139,32.71333889485074,-117.05708039997312,1418658.71,226460.10,85192
d6cf05d4-cf6b-1ecc-d176-396e53f23827,1969-11-24,,999-76-2111,S99961369,X13564214X,Mr.,Salvatore257,Nathaniel596,Nienow652,,,S,white,hispanic,M,Palm Springs  California  US,821 Wunsch Trail Apt 68,Yorba Linda,California,Orange County,6059,92870,33.85384056813205,-117.75236622561133,154269.50,40051.75,123979
ff7afb45-4baf-dd51-c412-d32be71f1be6,1961-10-25,2001-05-27,999-41-9169,S99985244,X59187902X,Mrs.,Delois358,Avril120,Breitenberg711,,Kutch271,D,hawaiian,nonhispanic,F,Modesto  California  US,298 Cruickshank Knoll Apt 84,La Mesa,California,San Diego County,6073,91942,32.76062500482606,-117.02146799769764,316266.27,1116931.76,51002
e0081639-a626-faa8-f227-6942381a6526,1968-11-19,,999-36-5135,S99996528,X86930197X,Mrs.,Rosamond509,Camie739,Hilpert278,,Jast432,M,white,nonhispanic,F,Chino Hills  California  US,724 Pacocha Rapid,San Diego,California,San Diego County,6073,91911,32.77454086984198,-117.13620659519307,15505.41,1152542.39,23180
cdcdd708-5b8e-28e1-6f6b-ed786009f7a2,1991-08-20,,999-75-4917,S99981061,X59603549X,Mrs.,Yolanda648,Carolina179,Urías338,,Acosta403,M,white,hispanic,F,Caguas  Puerto Rico  PR,712 Labadie Extension Apt 6,Los Angeles,California,Los Angeles County,6037,90402,34.172388705827736,-118.40725812299542,253989.23,811179.80,141795
8b2f60fb-85d9-610f-02b6-1c521b30c897,1983-08-22,,999-27-4549,S99950983,X7812476X,Mr.,Boyd728,Jimmy858,Bartoletti50,,,M,black,nonhispanic,M,Hayward  California  US,195 Fahey Ferry,Agoura Hills,California,Los Angeles County,6037,91301,34.16470411306713,-118.76495160298924,143621.40,20188.08,155847
441536fd-9913-a743-8c28-4ba46bf4b2b8,2008-01-10,,999-89-1602,S99948413,,,Savanna736,Kathryne752,Halvorson124,,,,white,nonhispanic,F,Buena Park  California  US,773 Bergnaum Wall,Los Osos,California,San Luis Obispo County,6079,93402,35.299534148297816,-120.81239119290589,77678.84,0.00,60397
822322de-2d45-46e6-7f2c-abe2a6760ead,2011-04-18,,999-24-8945,,,,Kassandra256,Maisha241,Renner328,,,,asian,nonhispanic,F,San Bernardino  California  US,713 Herzog Byway Apt 35,Los Angeles,California,Los Angeles County,6037,91344,34.02496529193722,-118.32803698019302,1950.00,43958.58,5309
e0117ea0-b6fb-7e40-33af-458ee3ba00c7,1970-02-12,1994-03-20,999-36-6411,S99996648,X64279828X,Ms.,Valda518,Imelda608,Connelly992,,,,black,hispanic,F,San Diego  California  US,863 Nicolas Well Unit 1,Union City,California,Alameda County,6001,94544,37.58049440693432,-122.02387104904433,12270.14,606564.92,2129
1bdd9473-b77f-610a-1dcb-03081a80a9ca,1956-07-23,,999-12-7942,S99982240,X67667929X,Mr.,Jayson808,Ronnie7,Krajcik437,,,S,white,nonhispanic,M,Upland  California  US,175 Daniel Vista Unit 48,Lincoln,California,Placer County,6061,95648,37.96230124534928,-121.31831902718613,183277.53,46566.20,195711
91f01def-aab1-5a81-7b92-d7660a5248f8,1990-01-15,,999-55-6123,S99989752,X2706849X,Mrs.,Mercedes82,,Arce139,,Toro760,D,white,hispanic,F,Marigot  Saint Andrew Parish  DM,354 Breitenberg Port Unit 85,Pasadena,California,Los Angeles County,6037,90042,34.10887079720246,-118.12329938094828,87518.15,1115300.13,31336
9f23872b-9e3a-b3d2-1cab-0a3efe3db08b,1939-11-25,2004-01-17,999-47-6039,S99995735,X60984910X,Mr.,Armando772,Andrés117,González124,,,D,white,hispanic,M,Caracas  Capital District  VE,958 Feil Mission Unit 21,Los Angeles,California,Los Angeles County,6037,90810,34.06490853194103,-118.28451113238171,135538.07,588093.70,24937
57da9e7c-5852-84ce-715e-0f28ceaeb675,1986-04-24,,999-14-7904,S99925922,X37530661X,Mr.,Stan246,Kelley882,Jones311,,,M,white,nonhispanic,M,Lake Forest  California  US,573 Dietrich Spur,Alum Rock,California,Santa Clara County,,00000,37.35981643876584,-121.82311044318168,118307.28,12259.62,50364
3feca0e5-f75f-0d2b-078b-68de08481aeb,2022-10-09,,999-39-4493,,,,Ana Luisa894,Ramona980,Leiva147,,,,asian,hispanic,F,Portsmouth  Saint John Parish  DM,231 Rolfson Way Apt 55,Fresno,California,Fresno County,6019,93701,36.78145876266459,-119.76318708614772,9329.77,769.44,68201
09c675aa-d3cc-1d3d-f25a-6f400cb323bb,1972-06-05,,999-27-1934,S99928993,X20480534X,Mr.,Orval846,Alfred550,Paucek755,PhD,,M,white,hispanic,M,Chula Vista  California  US,706 Johns Boulevard Apt 29,Lancaster,California,Los Angeles County,6037,93536,34.70804939950266,-118.1488994400664,62786.03,99956.09,23527
f4317c8c-f417-a01c-685c-a94a0f20dfbd,2003-11-06,,999-31-7417,S99921372,X14417761X,Mr.,Williams176,Jean712,Borer986,,,,white,nonhispanic,M,Los Angeles  California  US,619 Swaniawski Drive Apt 25,San Luis Obispo,California,San Luis Obispo County,6079,93405,35.31578211185358,-120.72872441390935,6505.61,105777.04,35840
2a76c0e3-1e73-2109-3d5e-8a8871fe35d7,1957-01-24,2020-09-19,999-20-5991,S99967549,X20392133X,Mr.,Clemente531,Óscar156,Villa94,,,M,white,hispanic,M,Santo Domingo  National District  DO,1070 Stroman Annex,Santa Maria,California,Santa Barbara County,6083,93454,34.876726142990975,-120.36790715056,124432.44,1028568.47,35491
12134bae-6b95-bc14-0f22-a10377dd2366,2020-04-08,,999-37-4067,,,,Louise871,Lorine399,Stoltenberg489,,,,native,nonhispanic,F,East Los Angeles  California  US,984 Klocko Rue Unit 59,Los Angeles,California,Los Angeles County,6037,90008,34.13746707765506,-118.25727891287245,10663.53,59.57,101094
bfd62a79-b0f7-f674-3359-99324800a1e6,1947-10-16,,999-54-2840,S99939197,X50174738X,Mr.,Eliseo499,Tory770,Metz686,,,M,white,nonhispanic,M,Rohnert Park  California  US,1040 Reichert Loaf Apt 69,Los Angeles,California,Los Angeles County,6037,90006,34.27860508962264,-118.46847225392425,360586.58,173970.72,47006
c2a8c983-78fe-d3e8-3a74-aa9f75deadd3,2014-12-31,,999-16-8538,,,,Tina856,Yevette778,Grimes165,,,,white,nonhispanic,F,Orange  California  US,637 Hyatt Lodge Apt 7,Walnut Creek,California,Contra Costa County,6013,94521,37.99219407961781,-122.0020468965485,26539.04,13264.79,62945
4983d0f8-2ff7-7ef5-3a19-fa31b703cbef,1983-06-17,,999-51-4701,S99949449,X40949206X,Mrs.,Barbra486,,Senger904,,VonRueden376,M,white,hispanic,F,Oxnard  California  US,646 Turcotte Loaf Suite 17,Banning,California,Riverside County,6065,92230,33.882871012654995,-116.74539404107453,24245.50,1926530.57,6839
16199a64-4f51-23e9-8103-d992fff334fc,1996-07-15,,999-48-6934,S99993476,X55248430X,Mr.,Tyler508,Winston220,McCullough561,,,S,white,nonhispanic,M,Los Angeles  California  US,1017 Ziemann Bypass Suite 30,Los Angeles,California,Los Angeles County,6037,90744,34.032297139540226,-118.25533142390323,45868.17,62880.26,42433
c7d20b38-bc9c-a496-8ed1-6cfbb0fe367c,1970-02-12,1992-09-10,999-36-2580,S99921563,X35708694X,Ms.,Mayola305,,Beatty507,,,,black,hispanic,F,Camanche Village  California  US,146 Bergnaum Approach,Union City,California,Alameda County,6001,94544,37.74016316351682,-121.97185250076342,6850.00,134223.70,2129
d73011ee-6eba-1bf8-e989-d6fba3c8f6f5,1961-10-25,,999-57-1773,S99996743,X157179X,Mrs.,Denyse846,Maybelle917,Conn188,,Lockman863,M,hawaiian,nonhispanic,F,South San Gabriel  California  US,276 Wyman Port,La Mesa,California,San Diego County,6073,92020,32.794659209445705,-116.99609464828866,583157.16,148044.54,51002
91ea2609-141e-d705-a0a7-c8951c533bf0,1992-10-20,,999-23-3950,S99965097,X11476534X,Mrs.,Valencia279,Erica194,Turner526,,Bosco882,M,white,hispanic,F,Fresno  California  US,554 Howe Vista Suite 49,Stockton,California,San Joaquin County,6077,95215,37.95463943840927,-121.3285873905196,63447.28,313412.06,34652
ce8c4cf8-22be-72ad-fb4c-34598e3eb9be,1953-06-21,2003-03-31,999-66-2259,S99952303,X7134308X,Mr.,Rudolph554,Kendall673,Nienow652,,,M,white,nonhispanic,M,Murrieta  California  US,278 Zemlak Lock Suite 46,Redlands,California,San Bernardino County,6071,92373,34.14542086434258,-117.21902551502129,199674.91,319794.41,176754
248088a3-908b-0581-f9fa-fdebfb99c902,2007-11-26,,999-93-6947,S99988938,,,Víctor493,Juan88,Ruelas156,,,,hawaiian,hispanic,M,Portsmouth  Saint John Parish  DM,221 Stoltenberg Forge Unit 88,Salinas,California,Monterey County,6053,93901,36.642573074333,-121.57039820203312,4405.64,248303.67,11637
12686b8b-4889-a6b8-0df5-2a8655c6f671,1980-06-15,,999-61-2683,S99965652,X22309377X,Mr.,Alvin56,Eduardo902,Ebert178,,,S,hawaiian,nonhispanic,M,Santa Clara  California  US,171 Robel Arcade,Concord,California,Contra Costa County,6013,94519,37.94430087670877,-122.09839648388564,169818.66,35249.88,127186
7621c614-a87a-29c1-2e8f-9b644af66048,1988-06-13,,999-97-2725,S99965325,X42627042X,Ms.,Michal596,Maude482,Yost751,,,S,white,hispanic,F,Pleasanton  California  US,857 Gibson Meadow Apt 72,Orinda,California,Contra Costa County,6013,94556,37.86603116469411,-122.22969779587056,302178.85,787307.69,627784
e6f4c961-e65e-a608-4939-1f86e6a512c1,2015-02-06,,999-28-2435,,,,Kristy290,Minna389,Jacobi462,,,,white,nonhispanic,F,Camp Pendleton North  California  US,896 Cormier Bay Unit 24,San Diego,California,San Diego County,6073,92105,32.747656659281475,-117.23086127503329,43294.30,0.00,88090
ee9436b0-a383-569b-843b-849756bc0c8a,1967-10-01,2017-12-07,999-37-4010,S99923811,X17095134X,Mr.,Elliott563,,Hayes766,,,M,black,hispanic,M,Santa Cruz  California  US,677 Brown Station Apt 82,Beaumont,California,Riverside County,6065,92583,33.99791221922226,-117.01407985831811,16214.05,445329.49,13056
4ac5c130-39da-d13d-0f36-72093c8c0911,1970-02-12,,999-30-6858,S99974598,X59565058X,Ms.,Nobuko304,Merrie964,Cruickshank494,,,S,black,hispanic,F,Carmel Valley Village  California  US,314 Roberts Track,Union City,California,Alameda County,6001,94552,37.70364812296098,-122.00068670551872,10522.93,495240.95,2129
d806cd52-b1e5-aa45-44b2-f0e05341bc8d,1957-05-25,,999-41-7687,S99928933,X42562641X,Ms.,María José279,,Angulo494,,,S,white,hispanic,F,Kingston  Kingston  JM,213 Tremblay Byway,Oxnard,California,Ventura County,6111,93001,34.09904537417382,-119.12590804871503,426143.86,903445.64,139706
688332cb-e92c-9679-825f-1d1e58a167ed,1977-04-10,,999-12-8684,S99943979,X82559078X,Mr.,Buford910,Malcom15,Ernser583,,,M,white,nonhispanic,M,Los Angeles  California  US,929 Mueller Harbor,Monrovia,California,Los Angeles County,6037,91016,34.183500973288105,-117.95657406220475,516096.38,411412.58,67371
24f4d2f1-b4ef-0654-25a3-bdce21e7ceef,2003-11-26,,999-66-2084,S99969022,X86577581X,Ms.,Eryn994,Kimbra238,Nader710,,,,white,nonhispanic,F,La Mesa  California  US,686 Beatty Avenue,Claremont,California,Los Angeles County,6037,91750,34.151678436505094,-117.67230385983834,130964.69,967107.82,547869
285fb32b-958b-0d92-086d-f0ff2c4c3c68,1984-01-11,,999-34-8834,S99999822,X78371783X,Mrs.,Le457,Fredricka415,Daniel959,,Nolan344,M,white,hispanic,F,Campbell  California  US,773 Vandervort Boulevard Apt 4,Downey,California,Los Angeles County,6037,90650,33.995384681995496,-118.10360637660612,288069.08,336549.53,113424
6e8dcc9a-29d4-f8e2-436e-9646506ce0d7,2014-05-08,,999-46-4419,,,,Cora299,Roselia779,Bernhard322,,,,white,nonhispanic,F,Pasadena  California  US,819 White Station,Santa Rosa,California,Sonoma County,6097,95409,38.43719322801901,-122.66598417171203,41090.83,4937.78,89530
e2e3dcc1-8faf-62e6-2e8a-98358611c9e2,1957-01-24,2013-06-08,999-41-1402,S99946126,X59798160X,Mr.,Andrés117,Armando772,Frías523,,,M,white,hispanic,M,Port-au-Prince  Haiti  HT,170 Swift Bridge Unit 14,Santa Maria,California,Santa Barbara County,6083,93454,34.88875142705734,-120.35841844245581,100286.68,124229.94,35491
bf68d2dc-8d81-9e4e-5ade-ca8ca1b2492a,1939-11-25,2002-01-20,999-46-9996,S99986859,X48218092X,Mr.,Sancho742,Miguel Ángel46,Heredia716,,,D,white,hispanic,M,Caracas  Capital District  VE,909 Bosco Mall Apt 44,Los Angeles,California,Los Angeles County,6037,90042,34.01766677114181,-118.41779494326266,108019.13,422787.87,24937
ef8df187-dc9d-6835-3b16-393b9344eb04,1973-05-17,,999-73-2451,S99921153,X58322573X,Mrs.,Brittaney358,Tatum703,MacGyver246,,Robel940,M,white,hispanic,F,Rancho Cordova  California  US,1094 Green Rue,Colton,California,San Bernardino County,6071,92316,34.02559988367936,-117.40492134117589,22431.30,1486649.00,21162
